Date,Address,Species,Block,Street,Trap,AddressNumberAndStreet,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent
5/29/07,"North Streeter Drive, Chicago, IL 60611, USA",0,53, N STREETER DR,T129,"5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,5,1,0
5/29/07,"North Streeter Drive, Chicago, IL 60611, USA",1,53, N STREETER DR,T129,"5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,5,2,0
5/29/07,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",0,65, N OAK PARK AVE,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999129,-87.795585,8,1,0
5/29/07,"7500 North Oakley Avenue, Chicago, IL 60645, USA",0,75, N OAKLEY AVE,T148,"7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.687769,8,1,0
5/29/07,"1500 North Long Avenue, Chicago, IL 60651, USA",1,15, N LONG AVE,T153,"1500  N LONG AVE, Chicago, IL",41.907645,-87.760886,8,1,0
5/29/07,"8900 South Carpenter Street, Chicago, IL 60620, USA",1,89, S CARPENTER ST,T159,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8,1,0
6/5/07,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",0,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,3,0
6/5/07,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",1,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,5,0
6/5/07,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",1,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,1,0
6/5/07,"7900 West Foster Avenue, Chicago, IL 60656, USA",0,79, W FOSTER AVE,T015,"7900  W FOSTER AVE, Chicago, IL",41.974089,-87.824812,8,1,0
6/5/07,"7900 West Foster Avenue, Chicago, IL 60656, USA",1,79, W FOSTER AVE,T015,"7900  W FOSTER AVE, Chicago, IL",41.974089,-87.824812,8,2,0
6/5/07,"1500 West Webster Avenue, Chicago, IL 60614, USA",0,15, W WEBSTER AVE,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8,1,0
6/5/07,"1500 West Webster Avenue, Chicago, IL 60614, USA",1,15, W WEBSTER AVE,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8,2,0
6/5/07,"1500 West Webster Avenue, Chicago, IL 60614, USA",1,15, W WEBSTER AVE,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8,1,0
6/5/07,"2500 West Grand Avenue, Chicago, IL 60654, USA",1,25, W GRAND AVE,T046,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.654491,8,1,0
6/5/07,"1100 Roosevelt Road, Chicago, IL 60608, USA",0,11, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,1,0
6/5/07,"1100 Roosevelt Road, Chicago, IL 60608, USA",1,11, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,1,0
6/5/07,"1100 Roosevelt Road, Chicago, IL 60608, USA",1,11, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,2,0
6/5/07,"1100 West Chicago Avenue, Chicago, IL 60642, USA",1,11, W CHICAGO,T049,"1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,8,2,0
6/5/07,"2100 North Stave Street, Chicago, IL 60647, USA",0,21, N STAVE ST,T050,"2100  N STAVE ST, Chicago, IL",41.919343,-87.694259,8,1,0
6/5/07,"2100 North Stave Street, Chicago, IL 60647, USA",1,21, N STAVE ST,T050,"2100  N STAVE ST, Chicago, IL",41.919343,-87.694259,8,1,0
6/5/07,"2200 North Cannon Drive, Chicago, IL 60614, USA",1,22, N CANNON DR,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8,3,0
6/5/07,"2200 West 113th Street, Chicago, IL 60643, USA",1,22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,4,0
6/5/07,"1700 West 95th Street, Chicago, IL 60643, USA",0,17, W 95TH ST,T094,"1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9,2,0
6/5/07,"2200 West 89th Street, Chicago, IL 60643, USA",0,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,1,0
6/5/07,"2200 West 89th Street, Chicago, IL 60643, USA",1,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,1,0
6/5/07,"2200 West 89th Street, Chicago, IL 60643, USA",1,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,1,0
6/5/07,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",0,65, N OAK PARK AVE,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999129,-87.795585,8,2,0
6/5/07,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",1,65, N OAK PARK AVE,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999129,-87.795585,8,9,0
6/5/07,"1500 North Long Avenue, Chicago, IL 60651, USA",1,15, N LONG AVE,T153,"1500  N LONG AVE, Chicago, IL",41.907645,-87.760886,8,3,0
6/5/07,"8900 South Carpenter Street, Chicago, IL 60620, USA",1,89, S CARPENTER ST,T159,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8,1,0
6/5/07,"9100 West Higgins Avenue, Chicago, IL 60656, USA",1,91, W HIGGINS AVE,T009,"9100  W HIGGINS AVE, Chicago, IL",41.981964,-87.812827,8,2,0
6/5/07,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",1,36, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8,1,0
6/5/07,"7200 North Oketo Avenue, Chicago, IL 60631, USA",1,72, N OKETO AVE,T016,"7200  N OKETO AVE, Chicago, IL",42.011601,-87.811506,8,1,0
6/5/07,"3800 North California Avenue, Chicago, IL 60618, USA",1,38, N CALIFORNIA AVE,T019,"3800  N CALIFORNIA AVE, Chicago, IL",41.94983,-87.698457,9,1,0
6/5/07,"4900 West Balmoral Avenue, Chicago, IL 60630, USA",1,49, W BALMORAL AVE,T025,"4900  W BALMORAL AVE, Chicago, IL",41.979243,-87.750938,9,1,0
6/5/07,"5800 North Western Avenue, Chicago, IL 60659, USA",1,58, N WESTERN AVE,T028,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,9,2,0
6/5/07,"5000 South Central Avenue, Chicago, IL 60638, USA",0,50, S CENTRAL AVE,T031,"5000  S CENTRAL AVE, Chicago, IL",41.801498,-87.763416,9,1,0
6/5/07,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",1,14, N HUMBOLDT DR,T033,"1400  N HUMBOLDT DR, Chicago, IL",41.906638,-87.701431,9,3,0
6/5/07,"South Vincennes Avenue, Chicago, IL, USA",1,10, S VINCENNES,T089,"1000  S VINCENNES, Chicago, IL",41.723195,-87.64997,5,1,0
6/5/07,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",0,11, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,1,0
6/5/07,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",1,11, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,7,0
6/5/07,"1100 South State Street, Chicago, IL 60605, USA",0,11, S STATE ST,T092,"1100  S STATE ST, Chicago, IL",41.869216,-87.627561,8,1,0
6/5/07,"4200 West 127th Street, Alsip, IL 60803, USA",0,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.724608,8,2,0
6/5/07,"4200 West 127th Street, Alsip, IL 60803, USA",1,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.724608,8,4,0
6/5/07,"4200 West 127th Street, Alsip, IL 60803, USA",1,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.724608,8,1,0
6/5/07,"5300 West Agatite Avenue, Chicago, IL 60630, USA",0,53, W AGATITE AVE,T141,"5300  W AGATITE AVE, Chicago, IL",41.961743,-87.76007,9,1,0
6/5/07,"5300 West Agatite Avenue, Chicago, IL 60630, USA",1,53, W AGATITE AVE,T141,"5300  W AGATITE AVE, Chicago, IL",41.961743,-87.76007,9,2,0
6/5/07,"4000 North Austin Avenue, Chicago, IL 60634, USA",0,40, N AUSTIN AVE,T142,"4000  N AUSTIN AVE, Chicago, IL",41.953067,-87.776792,8,1,0
6/5/07,"4000 North Austin Avenue, Chicago, IL 60634, USA",1,40, N AUSTIN AVE,T142,"4000  N AUSTIN AVE, Chicago, IL",41.953067,-87.776792,8,3,0
6/5/07,"Chicago, IL, USA",1,43, N ASHLAND AVE OVERPASS,T145,"4300  N ASHLAND AVE OVERPASS, Chicago, IL",41.878114,-87.629798,3,3,0
6/5/07,"4200 North Richmond Street, Chicago, IL 60618, USA",0,42, N RICHMOND ST,T146,"4200  N RICHMOND ST, Chicago, IL",41.958271,-87.702575,9,1,0
6/5/07,"4200 North Richmond Street, Chicago, IL 60618, USA",1,42, N RICHMOND ST,T146,"4200  N RICHMOND ST, Chicago, IL",41.958271,-87.702575,9,2,0
6/5/07,"2800 North Francisco Avenue, Chicago, IL 60618, USA",1,28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",41.932094,-87.700117,8,1,0
6/5/07,"1500 West Granville Avenue, Chicago, IL 60660, USA",0,15, W GRANVILLE AVE,T149,"1500  W GRANVILLE AVE, Chicago, IL",41.994469,-87.667736,8,1,0
6/5/07,"1800 West Farwell Avenue, Chicago, IL 60626, USA",1,18, W FARWELL AVE,T150,"1800  W FARWELL AVE, Chicago, IL",42.006858,-87.675919,9,2,0
6/5/07,"7000 West Armitage Avenue, Chicago, IL 60707, USA",0,70,  W ARMITAGE AVENUE,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,8,1,0
6/5/07,"7000 West Armitage Avenue, Chicago, IL 60707, USA",1,70,  W ARMITAGE AVENUE,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,8,10,0
6/5/07,"2500 South Millard Avenue, Chicago, IL 60623, USA",1,25, S MILLARD AVE,T152,"2500  S MILLARD AVE, Chicago, IL",41.846075,-87.716277,9,1,0
6/5/07,"2100 North Lawler Avenue, Chicago, IL 60639, USA",1,21, N LAWLER AVE,T154,"2100  N LAWLER AVE, Chicago, IL",41.918705,-87.752329,8,1,0
6/5/07,"3500 West 116th Street, Chicago, IL 60655, USA",0,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,3,0
6/5/07,"3500 West 116th Street, Chicago, IL 60655, USA",1,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,8,0
6/5/07,"9300 South Doctor Martin Luther King Junior Drive, Chicago, IL 60619, USA",0,93, S DR MARTIN LUTHER KING JR DR,T162,"9300  S DR MARTIN LUTHER KING JR DR, Chicago, IL",41.725517,-87.614258,8,1,0
6/5/07,"3700 North Kedvale Avenue, Chicago, IL 60641, USA",0,37, N KEDVALE AVE,T218,"3700  N KEDVALE AVE, Chicago, IL",41.948167,-87.730698,8,2,0
6/5/07,"3700 North Kedvale Avenue, Chicago, IL 60641, USA",1,37, N KEDVALE AVE,T218,"3700  N KEDVALE AVE, Chicago, IL",41.948167,-87.730698,8,1,0
6/5/07,"4500 North Campbell Avenue, Chicago, IL 60625, USA",1,45, N CAMPBELL AVE,T220,"4500  N CAMPBELL AVE, Chicago, IL",41.963976,-87.69181,9,1,0
6/26/07,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",0,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,1,0
6/26/07,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",1,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,4,0
6/26/07,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",4,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,1,0
6/26/07,"6200 North Mandell Avenue, Chicago, IL 60646, USA",0,62, N MANDELL AVE,T007,"6200  N MANDELL AVE, Chicago, IL",41.994991,-87.769279,9,1,0
6/26/07,"6200 North Mandell Avenue, Chicago, IL 60646, USA",1,62, N MANDELL AVE,T007,"6200  N MANDELL AVE, Chicago, IL",41.994991,-87.769279,9,4,0
6/26/07,"7900 West Foster Avenue, Chicago, IL 60656, USA",1,79, W FOSTER AVE,T015,"7900  W FOSTER AVE, Chicago, IL",41.974089,-87.824812,8,1,0
6/26/07,"1500 West Webster Avenue, Chicago, IL 60614, USA",0,15, W WEBSTER AVE,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8,1,0
6/26/07,"1500 West Webster Avenue, Chicago, IL 60614, USA",1,15, W WEBSTER AVE,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8,1,0
6/26/07,"2500 West Grand Avenue, Chicago, IL 60654, USA",0,25, W GRAND AVE,T046,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.654491,8,1,0
6/26/07,"2500 West Grand Avenue, Chicago, IL 60654, USA",1,25, W GRAND AVE,T046,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.654491,8,6,0
6/26/07,"1100 Roosevelt Road, Chicago, IL 60608, USA",0,11, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,2,0
6/26/07,"1100 West Chicago Avenue, Chicago, IL 60642, USA",1,11, W CHICAGO,T049,"1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,8,1,0
6/26/07,"2100 North Stave Street, Chicago, IL 60647, USA",1,21, N STAVE ST,T050,"2100  N STAVE ST, Chicago, IL",41.919343,-87.694259,8,1,0
6/26/07,"2200 West 113th Street, Chicago, IL 60643, USA",0,22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,1,0
6/26/07,"2200 West 113th Street, Chicago, IL 60643, USA",0,22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,1,0
6/26/07,"2200 West 113th Street, Chicago, IL 60643, USA",1,22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,2,0
6/26/07,"2200 West 89th Street, Chicago, IL 60643, USA",1,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,5,0
6/26/07,"North Streeter Drive, Chicago, IL 60611, USA",0,53, N STREETER DR,T129,"5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,5,1,0
6/26/07,"North Streeter Drive, Chicago, IL 60611, USA",1,53, N STREETER DR,T129,"5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,5,1,0
6/26/07,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",0,65, N OAK PARK AVE,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999129,-87.795585,8,1,0
6/26/07,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",1,65, N OAK PARK AVE,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999129,-87.795585,8,1,0
6/26/07,"7500 North Oakley Avenue, Chicago, IL 60645, USA",0,75, N OAKLEY AVE,T148,"7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.687769,8,2,0
6/26/07,"7500 North Oakley Avenue, Chicago, IL 60645, USA",1,75, N OAKLEY AVE,T148,"7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.687769,8,2,0
6/26/07,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",0,36, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8,2,0
6/26/07,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",1,36, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8,4,0
6/26/07,"7200 North Oketo Avenue, Chicago, IL 60631, USA",0,72, N OKETO AVE,T016,"7200  N OKETO AVE, Chicago, IL",42.011601,-87.811506,8,2,0
6/26/07,"7200 North Oketo Avenue, Chicago, IL 60631, USA",1,72, N OKETO AVE,T016,"7200  N OKETO AVE, Chicago, IL",42.011601,-87.811506,8,2,0
6/26/07,"3800 North California Avenue, Chicago, IL 60618, USA",1,38, N CALIFORNIA AVE,T019,"3800  N CALIFORNIA AVE, Chicago, IL",41.94983,-87.698457,9,1,0
6/26/07,"4900 West Balmoral Avenue, Chicago, IL 60630, USA",0,49, W BALMORAL AVE,T025,"4900  W BALMORAL AVE, Chicago, IL",41.979243,-87.750938,9,1,0
6/26/07,"5800 North Western Avenue, Chicago, IL 60659, USA",0,58, N WESTERN AVE,T028,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,9,1,0
6/26/07,"5800 North Western Avenue, Chicago, IL 60659, USA",1,58, N WESTERN AVE,T028,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,9,9,0
6/26/07,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",0,14, N HUMBOLDT DR,T033,"1400  N HUMBOLDT DR, Chicago, IL",41.906638,-87.701431,9,2,0
6/26/07,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",1,14, N HUMBOLDT DR,T033,"1400  N HUMBOLDT DR, Chicago, IL",41.906638,-87.701431,9,3,0
6/26/07,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",0,11, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,10,0
6/26/07,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",1,11, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,19,0
6/26/07,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",1,11, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,1,0
6/26/07,"4200 West 127th Street, Alsip, IL 60803, USA",0,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.724608,8,20,0
6/26/07,"4200 West 127th Street, Alsip, IL 60803, USA",1,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.724608,8,25,0
6/26/07,"4200 West 127th Street, Alsip, IL 60803, USA",1,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.724608,8,6,0
6/26/07,"5300 West Agatite Avenue, Chicago, IL 60630, USA",0,53, W AGATITE AVE,T141,"5300  W AGATITE AVE, Chicago, IL",41.961743,-87.76007,9,1,0
6/26/07,"5300 West Agatite Avenue, Chicago, IL 60630, USA",1,53, W AGATITE AVE,T141,"5300  W AGATITE AVE, Chicago, IL",41.961743,-87.76007,9,3,0
6/26/07,"4000 North Austin Avenue, Chicago, IL 60634, USA",1,40, N AUSTIN AVE,T142,"4000  N AUSTIN AVE, Chicago, IL",41.953067,-87.776792,8,4,0
6/26/07,"Chicago, IL, USA",1,43, N ASHLAND AVE OVERPASS,T145,"4300  N ASHLAND AVE OVERPASS, Chicago, IL",41.878114,-87.629798,3,1,0
6/26/07,"4200 North Richmond Street, Chicago, IL 60618, USA",1,42, N RICHMOND ST,T146,"4200  N RICHMOND ST, Chicago, IL",41.958271,-87.702575,9,6,0
6/26/07,"2800 North Francisco Avenue, Chicago, IL 60618, USA",1,28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",41.932094,-87.700117,8,1,0
6/26/07,"1800 West Farwell Avenue, Chicago, IL 60626, USA",1,18, W FARWELL AVE,T150,"1800  W FARWELL AVE, Chicago, IL",42.006858,-87.675919,9,2,0
6/26/07,"7000 West Armitage Avenue, Chicago, IL 60707, USA",0,70,  W ARMITAGE AVENUE,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,8,3,0
6/26/07,"7000 West Armitage Avenue, Chicago, IL 60707, USA",1,70,  W ARMITAGE AVENUE,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,8,6,0
6/26/07,"3500 West 116th Street, Chicago, IL 60655, USA",0,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,1,0
6/26/07,"3500 West 116th Street, Chicago, IL 60655, USA",1,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,4,0
6/26/07,"4500 North Campbell Avenue, Chicago, IL 60625, USA",1,45, N CAMPBELL AVE,T220,"4500  N CAMPBELL AVE, Chicago, IL",41.963976,-87.69181,9,1,0
6/26/07,"4000 North Tripp Avenue, Chicago, IL 60641, USA",0,40, N TRIPP AVE,T001,"4000  N TRIPP AVE, Chicago, IL",41.953705,-87.733974,8,1,0
6/26/07,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",1,46, N MILWAUKEE AVE,T003,"4600  N MILWAUKEE AVE, Chicago, IL",41.964242,-87.757639,8,2,0
6/26/07,"6000 North Avondale Avenue, Chicago, IL 60631, USA",0,60, N AVONDALE AVE,T006,"6000  N AVONDALE AVE, Chicago, IL",41.990284,-87.797127,8,1,0
6/26/07,"6000 North Avondale Avenue, Chicago, IL 60631, USA",1,60, N AVONDALE AVE,T006,"6000  N AVONDALE AVE, Chicago, IL",41.990284,-87.797127,8,1,0
6/26/07,"7000 North Moselle Avenue, Chicago, IL 60646, USA",1,70, N MOSELL AVE,T008,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.777921,9,2,0
6/26/07,"6100 North Lemont Avenue, Chicago, IL 60646, USA",0,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,2,0
6/26/07,"2700 South Western Avenue, Chicago, IL 60608, USA",1,27, S WESTERN AVE,T034,"2700  S WESTERN AVE, Chicago, IL",41.843811,-87.686763,9,1,0
6/26/07,"6800 West Belden Avenue, Chicago, IL 60707, USA",1,68, W BELDEN AVE,T037,"6800  W BELDEN AVE, Chicago, IL",41.921177,-87.79518,8,1,0
6/26/07,"2100 South Hamlin Avenue, Chicago, IL 60623, USA",0,21, S HAMLIN AVE,T040,"2100  S HAMLIN AVE, Chicago, IL",41.852652,-87.719887,8,5,0
6/26/07,"2100 South Hamlin Avenue, Chicago, IL 60623, USA",1,21, S HAMLIN AVE,T040,"2100  S HAMLIN AVE, Chicago, IL",41.852652,-87.719887,8,1,0
6/26/07,"3000 West 18th Street, Chicago, IL 60608, USA",1,30, W 18TH ST,T043,"3000  W 18TH ST, Chicago, IL",41.857402,-87.694991,8,1,0
6/26/07,"1100 South California Avenue, Chicago, IL 60612, USA",0,11, S CALIFORNIA,T047,"1100  S CALIFORNIA, Chicago, IL",41.868142,-87.696269,9,1,0
6/26/07,"1100 South California Avenue, Chicago, IL 60612, USA",1,11, S CALIFORNIA,T047,"1100  S CALIFORNIA, Chicago, IL",41.868142,-87.696269,9,1,0
6/26/07,"2500 South Throop Street, Chicago, IL 60608, USA",0,25, S THROOP,T051,"2500  S THROOP, Chicago, IL",41.846283,-87.656913,9,1,0
6/26/07,"1000 West 95th Street, Chicago, IL 60643, USA",1,10, W 95TH ST,T085,"1000  W 95TH ST, Chicago, IL",41.721474,-87.648064,8,2,0
6/26/07,"1000 South California Avenue, Chicago, IL 60612, USA",1,10, S CALIFORNIA AVE,T088,"1000  S CALIFORNIA AVE, Chicago, IL",41.869107,-87.696293,9,1,0
6/26/07,"9600 South Hoyne Avenue, Chicago, IL 60643, USA",0,96, S HOYNE AVE,T161,"9600  S HOYNE AVE, Chicago, IL",41.719059,-87.675088,9,3,0
6/26/07,"9600 South Hoyne Avenue, Chicago, IL 60643, USA",1,96, S HOYNE AVE,T161,"9600  S HOYNE AVE, Chicago, IL",41.719059,-87.675088,9,5,0
